1,bing,-5.983283333333333
1,display,25.911100000000005
1,facebook,-9.134901129943502
1,search,-263.53368139534865
2,bing,49.02221111111112
2,display,35.03911904761905
2,facebook,34.11512875371587
2,search,28.419424841667333
2,youtube,27.911100000000005
3,bing,13.570877777777776
3,display,31.537117857142857
3,facebook,16.60661734278908
3,search,33.09008351210458
3,youtube,30.20578571428572
4,bing,28.54598627450979
4,display,35.497684615384635
4,facebook,25.571283367790713
4,search,19.997834188659105
4,youtube,-14.456049999999996
5,bing,-15.304650943396213
5,display,21.57110967741934
5,facebook,15.821982272595283
5,search,17.08174437599173
5,youtube,10.085117063492067
6,bing,-13.731025862068964
6,display,18.121846874999985
6,facebook,16.820003382146375
6,search,1.301097248304839
6,youtube,-0.4358833333333314
7,bing,-4.345284590792843
7,display,18.61989629049111
7,facebook,31.84109017784234
7,search,-5.669399135146235
7,youtube,3.8002666072489593
8,bing,-0.5127401769785177
8,display,18.798532827425017
8,facebook,18.704314812292697
8,search,-27.704931527890032
8,youtube,6.599208954754905
